SUBMISSIONYEARQUARTER,PWSID,VIOLATION_ID,FACILITY_ID,COMPL_PER_BEGIN_DATE,COMPL_PER_END_DATE,NON_COMPL_PER_BEGIN_DATE,NON_COMPL_PER_END_DATE,PWS_DEACTIVATION_DATE,VIOLATION_CODE,VIOLATION_CATEGORY_CODE,IS_HEALTH_BASED_IND,CONTAMINANT_CODE,VIOL_MEASURE,UNIT_OF_MEASURE,FEDERAL_MCL,STATE_MCL,IS_MAJOR_VIOL_IND,SEVERITY_IND_CNT,CALCULATED_RTC_DATE,VIOLATION_STATUS,PUBLIC_NOTIFICATION_TIER,CALCULATED_PUB_NOTIF_TIER,VIOL_ORIGINATOR_CODE,SAMPLE_RESULT_ID,CORRECTIVE_ACTION_ID,RULE_CODE,RULE_GROUP_CODE,RULE_FAMILY_CODE,VIOL_FIRST_REPORTED_DATE,VIOL_LAST_REPORTED_DATE,ENFORCEMENT_ID,ENFORCEMENT_DATE,ENFORCEMENT_ACTION_TYPE_CODE,ENF_ACTION_CATEGORY,ENF_ORIGINATOR_CODE,ENF_FIRST_REPORTED_DATE,ENF_LAST_REPORTED_DATE
2025Q4,WI1130224,0100040,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2990,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100004,04/16/2001,SIA,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100040,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2990,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100010,05/18/2001,SOX,Resolving,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100040,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2990,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200017,06/07/2002,SFG,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100040,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2990,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200018,07/03/2002,SIF,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100040,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2990,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100005,04/16/2001,SIE,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,9700155,9,07/01/1996,09/30/1996,07/01/1996,09/30/1996,,03,MR,N,2977,,,0.007 mg/L,,Y,,09/30/1996,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,02/23/2006,12/22/2006,9700021,12/31/1996,SOX,Resolving,S,02/23/2006,12/22/2006
2025Q4,WI1130224,0100007,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200017,06/07/2002,SFG,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100007,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100010,05/18/2001,SOX,Resolving,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100007,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100005,04/16/2001,SIE,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100007,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200013,05/07/2002,SIA,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100007,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200018,07/03/2002,SIF,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100007,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100004,04/16/2001,SIA,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100007,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200014,05/07/2002,SIE,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100091,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100008,04/16/2001,SIA,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100091,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200015,05/07/2002,SIA,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100091,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200016,05/07/2002,SIE,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100091,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100012,05/18/2001,SOX,Resolving,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100091,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200019,06/07/2002,SFG,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100091,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200020,07/03/2002,SIF,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100091,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2378,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100009,04/16/2001,SIE,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,9700001,,07/01/1992,,07/01/1992,08/20/1997,,58,TT,Y,5000,,,TT ,,,,08/20/1997,Resolved,2.0,2.0,S,,,350.0,300.0,350.0,06/16/1999,03/18/2009,9700001,03/18/1997,SIA,Informal,S,02/24/2006,03/18/2009
2025Q4,WI1130224,9700001,,07/01/1992,,07/01/1992,08/20/1997,,58,TT,Y,5000,,,TT ,,,,08/20/1997,Resolved,2.0,2.0,S,,,350.0,300.0,350.0,06/16/1999,03/18/2009,9700002,08/20/1997,SFL,Formal,S,02/24/2006,03/18/2009
2025Q4,WI1130224,9700001,,07/01/1992,,07/01/1992,08/20/1997,,58,TT,Y,5000,,,TT ,,,,08/20/1997,Resolved,2.0,2.0,S,,,350.0,300.0,350.0,06/16/1999,03/18/2009,9700022,08/20/1997,SOX,Resolving,S,02/24/2006,03/18/2009
2025Q4,WI1130224,9700133,9,07/01/1996,09/30/1996,07/01/1996,09/30/1996,,03,MR,N,2380,,,0.07 mg/L,,Y,,09/30/1996,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,02/23/2006,12/22/2006,9700021,12/31/1996,SOX,Resolving,S,02/23/2006,12/22/2006
2025Q4,WI1130224,0100037,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2987,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200014,05/07/2002,SIE,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100037,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2987,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100004,04/16/2001,SIA,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100037,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2987,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100010,05/18/2001,SOX,Resolving,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100037,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2987,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200013,05/07/2002,SIA,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100037,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2987,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200017,06/07/2002,SFG,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100037,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2987,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200018,07/03/2002,SIF,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100037,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2987,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100005,04/16/2001,SIE,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100112,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2980,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200016,05/07/2002,SIE,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100112,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2980,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200015,05/07/2002,SIA,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100112,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2980,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100009,04/16/2001,SIE,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100112,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2980,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100012,05/18/2001,SOX,Resolving,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100112,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2980,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200020,07/03/2002,SIF,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100112,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2980,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200019,06/07/2002,SFG,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100112,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2980,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100008,04/16/2001,SIA,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100042,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200014,05/07/2002,SIE,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100042,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200013,05/07/2002,SIA,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100042,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100004,04/16/2001,SIA,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100042,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100010,05/18/2001,SOX,Resolving,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100042,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200017,06/07/2002,SFG,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100042,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200018,07/03/2002,SIF,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100042,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100005,04/16/2001,SIE,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100117,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2969,,,0.075 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200016,05/07/2002,SIE,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100117,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2969,,,0.075 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200015,05/07/2002,SIA,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100117,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2969,,,0.075 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100009,04/16/2001,SIE,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100117,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2969,,,0.075 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200020,07/03/2002,SIF,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100117,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2969,,,0.075 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200019,06/07/2002,SFG,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100117,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2969,,,0.075 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100012,05/18/2001,SOX,Resolving,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100117,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2969,,,0.075 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100008,04/16/2001,SIA,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,1400172,,01/01/2004,,01/01/2004,02/22/2011,,75,Other,N,7500,,, ,,,,02/22/2011,Resolved,3.0,3.0,S,,,410.0,400.0,410.0,05/20/2014,10/03/2023,1900030,02/22/2011,SO6,Resolving,S,11/21/2019,10/03/2023
2025Q4,WI1130224,9700153,9,07/01/1996,09/30/1996,07/01/1996,09/30/1996,,03,MR,N,2987,,,0.005 mg/L,,Y,,09/30/1996,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,02/23/2006,12/22/2006,9700021,12/31/1996,SOX,Resolving,S,02/23/2006,12/22/2006
2025Q4,WI1130224,0100126,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200016,05/07/2002,SIE,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100126,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200015,05/07/2002,SIA,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100126,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100009,04/16/2001,SIE,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100126,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200020,07/03/2002,SIF,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100126,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100012,05/18/2001,SOX,Resolving,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100126,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200019,06/07/2002,SFG,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100126,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2992,,,0.7 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100008,04/16/2001,SIA,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100008,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2380,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200017,06/07/2002,SFG,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100008,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2380,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100010,05/18/2001,SOX,Resolving,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100008,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2380,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100005,04/16/2001,SIE,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100008,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2380,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200013,05/07/2002,SIA,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100008,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2380,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200018,07/03/2002,SIF,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100008,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2380,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100004,04/16/2001,SIA,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100008,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2380,,,0.07 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200014,05/07/2002,SIE,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100032,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2982,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200014,05/07/2002,SIE,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100032,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2982,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100004,04/16/2001,SIA,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100032,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2982,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100005,04/16/2001,SIE,Informal,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100032,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2982,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100010,05/18/2001,SOX,Resolving,S,11/28/2002,12/22/2006
2025Q4,WI1130224,0100032,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2982,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200013,05/07/2002,SIA,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100032,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2982,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200017,06/07/2002,SFG,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100032,9,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2982,,,0.005 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200018,07/03/2002,SIF,Informal,S,11/26/2003,12/22/2006
2025Q4,WI1130224,0100116,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2976,,,0.002 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200016,05/07/2002,SIE,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100116,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2976,,,0.002 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200015,05/07/2002,SIA,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100116,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2976,,,0.002 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100009,04/16/2001,SIE,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100116,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2976,,,0.002 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200020,07/03/2002,SIF,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100116,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2976,,,0.002 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0200019,06/07/2002,SFG,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100116,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2976,,,0.002 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100012,05/18/2001,SOX,Resolving,S,02/24/2006,12/22/2006
2025Q4,WI1130224,0100116,18,01/01/2001,03/31/2001,01/01/2001,03/31/2001,,03,MR,N,2976,,,0.002 mg/L,,Y,,03/31/2001,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,12/07/2001,12/22/2006,0100008,04/16/2001,SIA,Informal,S,02/24/2006,12/22/2006
2025Q4,WI1130224,9700163,9,07/01/1996,09/30/1996,07/01/1996,09/30/1996,,03,MR,N,2955,,,10 mg/L,,Y,,09/30/1996,Resolved,3.0,3.0,S,,,310.0,300.0,310.0,02/23/2006,12/22/2006,9700021,12/31/1996,SOX,Resolving,S,02/23/2006,12/22/2006
